ID,Name,Email,Age,Mode,Gender,DayToFinish
Test_H,2333,111111,20,HIIT,Male,3
MasterSpeed of User:2333
1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0
Success Rate of User:2333
1,2
358,360
616,504
0.581169,0.714286
ID,Name,Email,Age,Mode,Gender,DayToFinish
Test_D,2333,111111,20,DDA,Male,2
MasterSpeed of User:2333
850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
Success Rate of User:2333
1
264
356
0.741573
ID,Name,Email,Age,Mode,Gender,DayToFinish
Test_M,2333,111111,20,MICT,Male,1
MasterSpeed of User:2333
Success Rate of User:2333
